Species,Lineage,Sublineage,ST,Clonal_group,Genetic_cluster
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL378,378,ClG378,GC7
C. diphtheriae,0_0,SL395,395,ClG395,GC283
C. diphtheriae,0_0,SL395,395,ClG395,GC100
C. diphtheriae,0_0,SL395,395,ClG395,GC100
C. diphtheriae,0_0,SL395,395,ClG10225,GC174
C. diphtheriae,0_0,SL608,608,ClG10223,GC959
C. diphtheriae,0_0,SL395,395,ClG10195,GC278
C. diphtheriae,0_23,SL822,822,ClG822,GC145
C. diphtheriae,0_0,SL421,421,ClG10007,GC397
C. diphtheriae,0_0,SL402,402,ClG402,GC250
C. diphtheriae,0_0,SL395,390,ClG390,GC246
C. diphtheriae,0_0,SL391,391,ClG391,GC247
C. diphtheriae,0_0,SL576,835,ClG835,GC486
C. diphtheriae,0_0,SL402,299,ClG299,GC924
C. diphtheriae,0_0,SL268,268,ClG10211,GC276
C. diphtheriae,0_0,SL681,681,ClG681,GC88
C. diphtheriae,0_1,SL88,88,ClG88,GC36
C. diphtheriae,0_0,SL205,205,ClG10198,GC51
C. diphtheriae,0_0,SL102,102,ClG102,GC47
C. belfantii,2_0,SL10009,106,ClG10126,GC699
C. rouxii,1_0,SL537,537,ClG537,GC67
C. diphtheriae,0_23,SL812,812,ClG812,GC608
C. diphtheriae,0_23,SL624,624,ClG624,GC807
C. diphtheriae,0_0,SL536,536,ClG536,GC39
C. diphtheriae,0_0,SL813,813,ClG813,GC609
C. diphtheriae,0_0,SL395,814,ClG814,GC245
C. diphtheriae,0_0,SL395,814,ClG814,GC245
C. diphtheriae,0_23,SL624,624,ClG624,GC1001
C. diphtheriae,0_0,SL796,796,ClG10076,GC89
C. rouxii,1_0,SL816,816,ClG816,GC611
C. rouxii,1_0,SL537,537,ClG537,GC67
C. diphtheriae,0_0,SL6,6,ClG6,GC217
C. diphtheriae,0_0,SL32,32,ClG32,GC28
C. rouxii,1_0,SL537,181,ClG10148,GC762
C. diphtheriae,0_0,SL536,536,ClG536,GC39
C. belfantii,2_0,SL106,106,ClG10029,GC915
C. rouxii,1_0,SL537,818,ClG818,GC612
C. diphtheriae,0_0,SL511,511,ClG511,GC549
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_6,SL25,25,ClG10146,GC941
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_23,SL822,822,ClG865,GC107
C. diphtheriae,0_23,SL804,804,ClG10200,GC833
C. diphtheriae,0_0,SL823,823,ClG823,GC615
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. rouxii,1_0,SL537,825,ClG825,GC617
C. diphtheriae,0_1,SL356,356,ClG10106,GC723
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL490,490,ClG490,GC151
C. diphtheriae,0_0,SL102,102,ClG102,GC47
C. diphtheriae,0_1,SL88,88,ClG10119,GC266
C. diphtheriae,0_0,SL205,205,ClG10198,GC51
C. diphtheriae,0_23,SL624,624,ClG624,GC853
C. diphtheriae,0_0,SL827,827,ClG827,GC619
C. rouxii,1_0,SL537,818,ClG818,GC1005
C. diphtheriae,0_23,SL828,828,ClG828,GC792
C. diphtheriae,0_23,SL822,822,ClG822,GC145
C. diphtheriae,0_0,SL830,830,ClG10110,GC757
C. belfantii,2_0,SL208,208,ClG10034,GC387
C. diphtheriae,0_0,SL5,831,ClG831,GC44
C. diphtheriae,0_0,SL536,536,ClG10111,GC168
C. diphtheriae,0_0,SL645,645,ClG645,GC117
C. diphtheriae,0_0,SL681,681,ClG681,GC88
C. diphtheriae,0_0,SL580,775,ClG775,GC142
C. diphtheriae,0_0,SL536,536,ClG536,GC39
C. diphtheriae,0_0,SL67,67,ClG67,GC81
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_23,SL624,624,ClG624,GC53
C. diphtheriae,0_0,SL579,832,ClG832,GC113
C. belfantii,2_0,SL833,833,ClG833,GC460
C. diphtheriae,0_0,SL796,634,ClG634,GC103
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL205,205,ClG205,GC62
C. belfantii,2_0,SL833,833,ClG833,GC554
C. diphtheriae,0_0,SL836,836,ClG836,GC227
C. diphtheriae,0_0,SL40,837,ClG453,GC42
C. diphtheriae,0_0,SL8,8,ClG8,GC21
C. diphtheriae,0_0,SL439,439,ClG439,GC40
C. diphtheriae,0_0,SL363,363,ClG363,GC900
C. diphtheriae,0_0,SL123,123,ClG10027,GC820
C. diphtheriae,0_0,SL836,836,ClG836,GC227
C. diphtheriae,0_0,SL258,258,ClG258,GC668
C. diphtheriae,0_0,SL40,453,ClG453,GC42
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC79
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC79
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC22
C. diphtheriae,0_0,SL50,50,ClG50,GC79
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG10136,GC72
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC79
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC43
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG50,GC79
C. diphtheriae,0_0,SL50,50,ClG10136,GC72
C. diphtheriae,0_0,SL50,50,ClG50,GC11
C. diphtheriae,0_0,SL50,50,ClG10136,GC72
C. diphtheriae,0_0,SL50,50,ClG10136,GC72
C. diphtheriae,0_0,SL50,50,ClG10136,GC72
C. diphtheriae,0_0,SL50,50,ClG50,GC660
C. diphtheriae,0_0,SL205,205,ClG10198,GC51
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL579,832,ClG832,GC113
C. belfantii,2_0,SL167,850,ClG850,GC489
C. rouxii,1_0,SL537,851,ClG851,GC237
C. rouxii,1_0,SL537,851,ClG851,GC237
C. diphtheriae,0_0,SL310,310,ClG310,GC931
C. diphtheriae,0_0,SL503,503,ClG503,GC806
C. diphtheriae,0_0,SL796,796,ClG10076,GC89
C. diphtheriae,0_0,SL5,5,ClG5,GC23
C. diphtheriae,0_23,SL59,59,ClG59,GC439
C. diphtheriae,0_0,SL302,302,ClG302,GC112
C. diphtheriae,0_0,SL302,302,ClG302,GC112
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_1,SL88,853,ClG853,GC492
C. diphtheriae,0_0,SL205,205,ClG10198,GC51
C. diphtheriae,0_0,SL685,685,ClG685,GC712
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL579,832,ClG832,GC113
C. diphtheriae,0_0,SL796,634,ClG634,GC103
C. belfantii,2_0,SL226,226,ClG226,GC130
C. belfantii,2_0,SL191,191,ClG191,GC148
C. belfantii,2_0,SL191,191,ClG191,GC148
C. diphtheriae,0_0,SL580,580,ClG580,GC131
C. rouxii,1_0,SL537,854,ClG854,GC493
C. rouxii,1_0,SL538,538,ClG538,GC597
C. rouxii,1_0,SL537,855,ClG855,GC494
C. rouxii,1_0,SL537,537,ClG10049,GC827
C. diphtheriae,0_23,SL59,669,ClG669,GC162
C. diphtheriae,0_0,SL297,297,ClG297,GC297
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL183,549,ClG549,GC215
C. diphtheriae,0_0,SL419,419,ClG10128,GC841
C. rouxii,1_0,SL537,537,ClG10243,GC847
C. diphtheriae,0_23,SL828,828,ClG828,GC658
C. diphtheriae,0_0,SL183,183,ClG10239,GC61
C. diphtheriae,0_2,SL130,130,ClG10030,GC417
C. diphtheriae,0_0,SL856,852,ClG852,GC234
C. diphtheriae,0_6,SL25,25,ClG10214,GC128
C. diphtheriae,0_0,SL856,856,ClG856,GC78
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_6,SL25,25,ClG10146,GC57
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL395,420,ClG10038,GC74
C. diphtheriae,0_0,SL395,420,ClG10038,GC74
C. diphtheriae,0_0,SL542,542,ClG10086,GC214
C. belfantii,2_0,SL226,226,ClG226,GC130
C. diphtheriae,0_0,SL542,542,ClG10086,GC214
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL297,297,ClG297,GC126
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL395,420,ClG10038,GC74
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL297,297,ClG297,GC126
C. diphtheriae,0_0,SL297,297,ClG297,GC126
C. belfantii,2_0,SL859,859,ClG859,GC497
C. diphtheriae,0_0,SL134,134,ClG10047,GC972
C. diphtheriae,0_0,SL297,103,ClG103,GC133
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL32,32,ClG32,GC28
C. rouxii,1_0,SL537,818,ClG10261,GC514
C. diphtheriae,0_23,SL804,804,ClG804,GC626
C. diphtheriae,0_0,SL183,183,ClG10239,GC61
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL5,5,ClG10203,GC826
C. diphtheriae,0_0,SL134,134,ClG10047,GC729
C. rouxii,1_0,SL537,537,ClG537,GC592
C. diphtheriae,0_0,SL377,377,ClG10117,GC25
C. diphtheriae,0_0,SL685,860,ClG860,GC499
C. diphtheriae,0_0,SL140,861,ClG861,GC231
C. diphtheriae,0_0,SL140,861,ClG861,GC231
C. diphtheriae,0_23,SL59,59,ClG10192,GC816
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL708,708,ClG708,GC211
C. diphtheriae,0_0,SL91,238,ClG238,GC80
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL862,862,ClG862,GC230
C. diphtheriae,0_0,SL862,862,ClG862,GC230
C. diphtheriae,0_0,SL542,542,ClG542,GC965
C. diphtheriae,0_0,SL717,717,ClG10057,GC777
C. diphtheriae,0_0,SL863,863,ClG863,GC502
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL430,430,ClG430,GC225
C. diphtheriae,0_0,SL297,103,ClG103,GC133
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL579,579,ClG579,GC115
C. belfantii,2_0,SL10023,191,ClG10085,GC742
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL652,441,ClG10017,GC790
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. belfantii,2_0,SL191,191,ClG191,GC148
C. diphtheriae,0_0,SL297,103,ClG103,GC133
C. belfantii,2_0,SL226,689,ClG10032,GC270
C. belfantii,2_0,SL226,689,ClG10032,GC270
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL402,402,ClG10259,GC694
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL542,864,ClG864,GC503
C. diphtheriae,0_23,SL822,822,ClG10133,GC750
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_23,SL822,865,ClG865,GC504
C. diphtheriae,0_0,SL297,866,ClG866,GC505
C. diphtheriae,0_0,SL796,796,ClG796,GC94
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL580,98,ClG98,GC515
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL76,76,ClG76,GC8
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_23,SL624,624,ClG624,GC267
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_21,SL176,176,ClG10251,GC794
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL102,102,ClG102,GC47
C. diphtheriae,0_0,SL355,355,ClG355,GC760
C. diphtheriae,0_0,SL205,205,ClG10198,GC51
C. diphtheriae,0_0,SL95,95,ClG95,GC961
C. diphtheriae,0_0,SL375,375,ClG375,GC241
C. diphtheriae,0_0,SL824,824,ClG824,GC24
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL121,912,ClG912,GC188
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_23,SL624,624,ClG624,GC267
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL503,892,ClG892,GC468
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL183,183,ClG10239,GC61
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL869,869,ClG869,GC50
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL10037,336,ClG10307,GC1070
C. diphtheriae,0_0,SL10037,336,ClG10307,GC1071
C. diphtheriae,0_0,SL10037,336,ClG10307,GC1072
C. diphtheriae,0_0,SL10037,336,ClG10308,GC1073
C. diphtheriae,0_0,SL10037,336,ClG10309,GC1074
C. diphtheriae,0_0,SL10037,336,ClG10307,GC1071
C. diphtheriae,0_0,SL10037,336,ClG10307,GC1071
C. diphtheriae,0_0,SL40,40,ClG40,GC60
C. diphtheriae,0_0,SL529,529,ClG529,GC209
C. diphtheriae,0_0,SL830,830,ClG10204,GC294
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. belfantii,2_0,SL167,167,ClG10232,GC501
C. diphtheriae,0_23,SL822,822,ClG865,GC107
C. belfantii,2_0,SL10012,167,ClG10191,GC318
C. diphtheriae,0_0,SL395,420,ClG10038,GC74
C. diphtheriae,0_0,SL419,419,ClG10218,GC956
C. diphtheriae,0_0,SL32,32,ClG32,GC859
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL579,579,ClG579,GC115
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,698,ClG698,GC26
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL8,8,ClG8,GC29
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC9
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL466,466,ClG466,GC27
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL384,384,ClG384,GC3
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL377,377,ClG377,GC2
C. diphtheriae,0_0,SL574,574,ClG574,GC1
C. diphtheriae,0_0,SL377,377,ClG377,GC2
